image,caption
241345981_1ef4f8109c.jpg,Three football players playing a game while fans watch from the bleachers .
241346105_c1c860db0d.jpg,A college football game is in progress .
241346146_f27759296d.jpg,A football player tries tackling another player who has the ball .
241346215_037e18403a.jpg,Oklahoma horse mascot in a sea of red fans
241346260_f50d57b517.jpg,football players on the field as a Sooner tries to tackle a player
241346317_be3f07bd2e.jpg,A crowd is standing and cheering at a football game .
241346352_c5a0ea43c6.jpg,A male wearing a football uniform kicking a football during a football game .
241346402_5c070a0c6d.jpg,A man in a blue hat is watching something that is happening off camera .
241346434_0527ea1c07.jpg,a football player points .
241346471_c756a8f139.jpg,An American footballer in red is being tackled by three players in white whilst other red players look on .
241346508_0b3907a95b.jpg,"The football players in red are attempting a play against those in purple , white , and gold ."
241346580_b3c035d65c.jpg,A red team and a white team are playing football .
241346709_23204cc2bc.jpg,A football player running with the ball at a game .
241346794_4319f8af67.jpg,Two football teams lined up before the hike .
241346885_f519ece460.jpg,"The football players wear purple pants , gold helmets and white jerseys ."
241346923_18bd84bea4.jpg,A player has the football as a crowd in red and white watches
241346971_c100650320.jpg,A Sooners football player moves quickly on the field as another player runs .
241347067_e58d05dbdc.jpg,some football players in red jerseys taking another in a white jersey to the ground
241347114_6273736da8.jpg,One football player is tackling another player .
241347150_5ff37818c2.jpg,A Sooners football player is tackling an opposing player .
241347204_007d83e252.jpg,A football player in red and white is holding both hands up .
241347214_5f19e7998c.jpg,Three athletes in red and white uniforms and helmets .
241347243_c751557497.jpg,Football player Quarterback in red Sooners jersey and red helmet prepares to receive snap
241347271_a39a5a0070.jpg,Two football teams compete .
241347300_7c84ecf764.jpg,"A football player in a Sooners jersey , runs down a field with a large crowd in the background ."
241347356_8a515555fd.jpg,The red football player is grabbing the purple and white player 's leg to try and stop him .
241347391_4fcd4639f4.jpg,A football player for the Sooners stands in front of the oppsing team waiting for the next play .
241347441_d3dd9b129f.jpg,A football player for the Sooners is preparing for the next play during a game .
241347460_81d5d62bf6.jpg,An Oklahoma football player attempts to kick the ball .
241347496_1a35fec8dc.jpg,a football player in red gets ready to throw a football .
241347547_902725b9f8.jpg,A football coach standing with his players behind him .
241347580_a1e20321d3.jpg,Two blonde girls wear sports jerseys while watching a game together .
241347611_cb265be138.jpg,A man in a white shirt is walking on a football field in front of some players .
241347635_e691395c2f.jpg,"A man in sunglasses , blue shirt and beige pants walks across an athletic field ."
241347664_4a3e7e5be7.jpg,The football players are working on stretching their legs .
241347689_d0b1ac297d.jpg,Many football players sitting on the ground .
241347700_ef2451d256.jpg,A man in red holds up a cellphone on the sidelines of football game .
241347760_d44c8d3a01.jpg,A Oklahoma Sooners football player wearing his jersey number 28 .
241347803_afb04b12c4.jpg,This football team wears red shirts and red helmets .
241347823_6b25c3e58e.jpg,Man in playing football in Sooners jersey number 19
241374292_11e3198daa.jpg,Several people are gathered by some statues .
2414352262_005ae90407.jpg,A girl with a red coat is jumping and the girl in the brown coat is holding a stick .
2414384480_096867d695.jpg,many people wait for the train .
2414390475_28a0107bb0.jpg,A guy with long brown curly hair wearing a white t-shirt is looking into the camera with something in his mouth . a
2414397449_2ac3b78e0d.jpg,White and black dog jumping over red haired dog in grass .
2414710960_a4cde4af60.jpg,a black and white dog wearing a blue shirt carrying a toy in its mouth .
2414986483_004936f84b.jpg,A little girl and a man dancing .
2415265825_fbfe0c8556.jpg,A black dog walking on the beach .
2415803492_56a673dc25.jpg,A man in a suit dances with a young girl in front of an audience .
2416964653_db3c2b6a0e.jpg,Two young girls looking very concerned .
2417341107_97dbab9c5e.jpg,A boy in black clothes is doing a cartwheel on the beach .
2417623030_afdc1024b5.jpg,Two young couples posing for a picture in exercise clothing .
2417745327_a2c2705043.jpg,The brown dog is running in the water .
2418191216_82711d5c5c.jpg,A woman in a sunhat is wearing sunglasses and laughing .
2419186511_f0ce5f9685.jpg,A cute baby takes a bath in a large clear bowl .
2419221084_01a14176b4.jpg,Two dogs are outside near patio furniture .
2419591925_1038c6c570.jpg,A little boy standing and playing on a chained fence .
2419797375_553f867472.jpg,A smiling child wearing a hat and sunglasses sits in a car .
2420546021_4a59790da6.jpg,A woman wearing a colorful costume looks at the camera .
242064301_a9d12f1754.jpg,A man with a messenger bag in front of a gray tile wall .
2420696992_22e0dd467d.jpg,A toddler boy is riding a push car designed as a police car in a home .
2420730259_86e7f8a815.jpg,A man holding and kissing a crying little boy on the cheek .
242109387_e497277e07.jpg,A young boy jumping in a jumping castle .
2421446839_fe7d46c177.jpg,A small dog jumps by a car to reach a lady 's face while another dog watches .
2422018883_336519b5c6.jpg,A small toddler girl in a white dress walking
2422302286_385725e3cf.jpg,Small girl riding in play car .
2422482455_b98d9c2120.jpg,A woman holding a stick out for a dog .
2423085253_6c19149855.jpg,A child running outside with a bright colored ball next to her .
2423138514_950f79e432.jpg,"Two young , naked boys are wet , while one raises his arm ."
242324909_06d5a6c44b.jpg,A small brown dog on a leash .
2423292784_166ee54e0b.jpg,This boy in the striped shirt is putting a strainer on top of his head .
2423550887_ffc9bbcf71.jpg,A man in a red coat stands in front of a lighthouse surrounded by a stone wall .
2423856014_8df0e7f656.jpg,A child standing in the grass with their arms spread wide .
2423894412_d952d5d103.jpg,A person hangs of the vertical side of gigantic rocks in a wooded area .
2424111022_4e332b8aee.jpg,A boy wearing a white shirt climbs on a forest hill .
2424398046_1a55c71376.jpg,A toddler plays the guitar and pretends to be a rock star .
2424976964_98f58a0618.jpg,"Five young people on the street , two sharing a bicycle ."
2425262733_afe0718276.jpg,A skateboarder jumps midair near a building .
242558556_12f4d1cabc.jpg,A woman poses for a picture outdoors .
242559369_9ae90ed0b4.jpg,Woman wearing a body suit standing on some large rocks with a green hill in the background .
2426215757_e008a91fcb.jpg,A waterskier being pulled dressed for the cold with a life jacket on .
2426303900_0a8d52eb14.jpg,two young children under a blue and yellow umbrella .
2426724282_237bca30b5.jpg,A dog in a field jumps for a Frisbee .
2426781076_e3f4d2685c.jpg,Boy sliding down a slide on his knees .
2426828433_ce894d1c54.jpg,three dogs run through the grass .
2427490900_5b7a8874b9.jpg,a group of people sitting on the ground outside of a monument .
2427558437_3e839056d7.jpg,Two brown dogs together standing on the bank of a lake .
2428086758_bce4733f7e.jpg,A big brown dog sniffs a smaller dog in the gravel beside a body of water .
2428094795_d3a8f46046.jpg,Little kid in blue coat and hat riding a tricycle .
2428275562_4bde2bc5ea.jpg,A black and white dog wearing a red collar is digging in the dirt .
2428751994_88a6808246.jpg,A brown and white dog is running on the grass .
2428797297_7fc3c862db.jpg,Two dogs sharing a toy .
2428959030_bdffc2812e.jpg,a young man with a black striped shirt on skateboarding on a wall .
2429212017_77fc107699.jpg,The children in the scene are in a petting zoo and are acting like a duck or chicken .
2429272699_8a9699775e.jpg,A young man wearing jeans and jacket walking down a street .
2429729667_42effc165d.jpg,Children are throwing food at someone as part of an amusement park game .
2429978680_1e18a13835.jpg,A brown and white dog attempts to catch a dirty tennis ball in a dirt field .
2430860418_fd0726f414.jpg,The white dog with pointed ears is running on the dirt .
2431120202_b24fe2333a.jpg,A girl cross-country skis .
2431470169_0eeba7d602.jpg,The man is taking notes at the table .
2431723485_bc6b8e6418.jpg,a woman wearing a black helmet riding on a bike
2431832075_00aa1a4457.jpg,"This girl is playing on an object which is yellow , green , red , and blue ."
2432038587_5e4148e277.jpg,A dog chasing 2 geese in an open field .
2432061076_0955d52854.jpg,A brown dog runs through the water on a beach .
2432709509_2a4d0c833f.jpg,A child is crying in a low cut field with a drainage pipe nearby .
2433175169_da939372f2.jpg,Man standing on rock with outstretched hands .
2434006663_207a284cec.jpg,Two dogs fetch sticks in the snow next to the tree line .
2434074318_e35a567220.jpg,A man with a hat stands next to a pyramid-shaped monument on a cliff .
2435166927_28b8130660.jpg,A girl in a grey shirt puts her hands over her head in a gesture .
2435685480_a79d42e564.jpg,"A woman in a knit cap and green coat its on a stone block , looking out ."
2436081047_bca044c1d3.jpg,A young girl jumps off a playground swing .
2436160351_108924a65b.jpg,Two small boys are wearing red shorts and yellow sleeveless shirts .
2436398074_8737f40869.jpg,The dog tries to bite the water coming out of the sprinkler .
2437266971_b91a8f9a00.jpg,Man in business attire with Guy Fawkes mask holding paper at protest .
2438085746_588dce8724.jpg,A black and white dog leaps to catch a Frisbee in a field .
2439031566_2e0c0d3550.jpg,A man sits on a motorcycle and a woman is on the back .
2439154641_bbf985aa57.jpg,A man in a gray shirt jumps in the air .
2439384468_58934deab6.jpg,Two black and brown dogs are running through a field .
2439813616_c9ac54cc9f.jpg,its a distorted lens ( almost fish eye ) of a teenage boy skateboarding on a concrete block .
2441313372_6a1d59582b.jpg,A young boy with a cast on his arm is lying on a hospital bed .
2441354291_b32e00e5a6.jpg,A child is walking through a puddle wearing green sandals
2441629086_52f68eb316.jpg,A girl peers into a window .
2441815792_43565b1312.jpg,A group of people having their picture taken .
2442243868_abe8f74fb4.jpg,A brown dog lunges for a yellow toy .
2443229844_277cded27d.jpg,A child in a bright blue sweatshirt playing in the woods with a red wagon .
2443380641_7b38d18f5b.jpg,A young boy is getting ready to hit a baseball .
2443512473_6f5a22eb42.jpg,A dog weaving through an obstacle course .
244368383_e90b6b2f20.jpg,Many people standing around listening to music .
244399048_8332bb3270.jpg,A blurry dog inside on a carpet .
2444134813_20895c640c.jpg,a group of muzzled greyhound dogs jumping over a wall .
2444339090_bf7b3211f4.jpg,A black and white dog runs through pole obstacles .
244443352_d7636e1253.jpg,A brown dog has his face down in the snow .
2444741900_5cb3ef3e1d.jpg,Snow skiers gather at the bottom of a snowy hill .
2444821454_22a346c996.jpg,A dog jumping for a Frisbee in a field .
2444935470_7b0226b756.jpg,A little boy is standing alone in the a wooded park .
2445283938_ff477c7952.jpg,a group of girls sitting in a circle
2445442929_8c81d42460.jpg,A man sitting at a picnic table with a tray and partially consumed beer in front of him .
2445654384_4ee3e486e1.jpg,A man in a black shirt is holding a child wearing sunglasses .
244571201_0339d8e8d1.jpg,Dogs and people play in a pool .
2445783904_e6c38a3a3d.jpg,"A dog , nose to the ground , walks in a grassy field ."
2446315531_7c9704eec0.jpg,Two brown dogs are biting each other .
2446601467_a35841cb1d.jpg,A baby is peeking over the top of a blue playpen .
2447035752_415f4bb152.jpg,Seven people are wading in a natural pool .
2447284966_d6bbdb4b6e.jpg,A young boy in a team sweatshirt is in a sports stadium near blue seats swinging a red bat .
2447289477_e888df561d.jpg,A woman wearing a blue shirt sits on a white bench .
244760289_f4467b2b67.jpg,Three people on a beach .
244760301_5809214866.jpg,People walking
244774022_a12c07afdb.jpg,A man surfing in the ocean .
2447972568_1e9b287691.jpg,A girl flies through the air as a man stands with his arms outstretched .
2448210587_9fe7ea5f42.jpg,An old woman with a white dog
2448270671_5e0e391a80.jpg,A brown dog is leaping over a fallen tree in the woods .
2448393373_80c011d301.jpg,A little boy plays baseball with himself .
244867897_d00369a779.jpg,two golden dogs are chewing a white cushion on a wooden patio .
244870123_dcb6e53643.jpg,Two dogs tug on a towel .
2448793019_5881c025f9.jpg,A small child at the bottom of a slide has hair sticking up .
244910130_e1f823a28a.jpg,A man with glasses and a beard sitting in the grass .
244910177_7c4ec3f65b.jpg,Women walk down a buzy sidewalk .
2449289139_08fc1092c1.jpg,A dog running in a park .
2449446913_28fa5b7c75.jpg,"A team of baseball players in blue uniforms , walking together on field ."
2449518585_113dc4a8e5.jpg,Child in a striped shirt is swinging from a rope swing .
2449552677_ee78f01bae.jpg,The handicapped man wheels past the parking lot .
2450299735_62c095f40e.jpg,A child slides down a slide and into the water .
2450453051_f1d4a78ab4.jpg,a black a white dog catching Frisbees thrown by a man in a white shirt
2450486758_a66fd296ea.jpg,A dog with a Frisbee jumps over a man
2451114871_8617ae2f16.jpg,Greyhounds racing chasing a mechanical rabbit around the track .
2451285022_59255e7fd9.jpg,A man in a white shirt is leaning over a brown dog in an orange collar .
2451988767_244bff98d1.jpg,two kids playing super heroes
2452238877_2340609c6e.jpg,A gold dog jumping off a wooden porch .
2452334314_a7c443a787.jpg,White horse with jockey jumps a barrier
245252561_4f20f1c89e.jpg,A black animal and a white animal in motion in close quarters .
2452686995_621878f561.jpg,A waterfall cascades into a shallow pool .
2453318633_550228acd4.jpg,A tan and black dog leaps through a burning hoop on a field .
2453891449_fedb277908.jpg,A white dog chasing a black dog across the grass .
2453971388_76616b6a82.jpg,Two smiling little girls playing in a fountain with other people .
2453990033_df53f0d8c8.jpg,The girl in the bright red outfit is skipping across the path .
245442617_407eba1e98.jpg,A girl in black tank top catches a fish .
2455286250_fb6a66175a.jpg,A child holding a soccer ball over his head .
2455528149_6c3477fd33.jpg,A man and woman are looking at artwork that is on easels and clipped to a fencing wall .
2456030728_d3d147e774.jpg,A young girl picks her nose .
2456615908_59cdac6605.jpg,A black dog carries a bird in its mouth as it jumps over a fence .
2456907314_49bc4591c4.jpg,A man is docking a boat
2457052334_b5a1d99048.jpg,A man climbing the face of a rock .
2458006588_754c4aa09c.jpg,A black and brown dog standing on a beam above water .
2458033289_f0616879df.jpg,The man at the used tire shop has a white beard .
2458269558_277012780d.jpg,a blonde boy in a white and orange t-shirt is playing on a swing .
2458862292_466a920ee2.jpg,"A man stands at the wheel of a classic american car , door and trunk open ."
245895500_a4eb97af02.jpg,A man is fly fishing Alon in a stream .
2460126267_0deea8b645.jpg,A young boy wearing an orange uniform stands on the field near a colorful ball .
2460134050_06de9f5c4a.jpg,A blurred image of a black and white dog running through the grass .
2460159430_71ab1aacfa.jpg,a brown dog running through the tall grass .
246041128_bedb09ed74.jpg,A girl with blonde hair and a black shirt .
2460477085_088e25f857.jpg,Three males are jumping on a trampoline outside .
246055693_ccb69ac5c6.jpg,A blond dog runs down a flight of stairs to the backyard .
2460797929_66446c13db.jpg,The boys in life jackets smile and laugh while riding in a boat .
2460799229_ce45a1d940.jpg,Three boys wearing life jackets are on top of innertube in the water .
2460823604_7f6f786b1c.jpg,A boy baseball player in a green and yellow jersey leaps for the ball .
246094557_e174a5914f.jpg,A little girl plays fetch with a white dog .
2461372011_ebbf513766.jpg,A person hiking up a hill in the snow with a dog .
2461616306_3ee7ac1b4b.jpg,A smiling child dives into a pool .
2461631708_decc5b8c87.jpg,Young boys in orange life vests sit on a raft .
2461990494_c5ece064cc.jpg,An adult male wearing a backpack walks and looks to the left .
2462153092_e3f4d8f6a2.jpg,A girl in purple pants running with two dogs .
246231741_882b45c4e1.jpg,a dog wearing a yellow collar is bearing his teeth at another dog that is sitting by a tree .
2462702522_1b25654762.jpg,A little boy starts to toss a mini basketball .
2463067409_78188c584c.jpg,"A black dog , running on grass ."
2464259416_238ef13a2e.jpg,A black and brown dog and a grey poodle sticking its butt in the air on the sand .
246508774_1e9885f1b7.jpg,The girl min the pink top is looking at the man who is wearing orange boots and patterned pants .
2465218087_fca77998c6.jpg,A man stands next to his yellow boat in the water .
2465441099_a1761a1757.jpg,Youngle people standing together .
2465497494_43d74df57c.jpg,A young child in a blue shirt is playing with sand
2465691083_894fc48af6.jpg,Black and tan dog swimming toward shore of pond
2466093839_33bbc8cbd9.jpg,One boy is running and pushing another little boy on a toy with wheels on it .
2466171100_5e60cfcc11.jpg,Two dogs play around in the grass .
2466171114_3fa51415a7.jpg,The brown dog with the white chest is carrying a ball .
2466420387_86fe77c966.jpg,A woman wearing a bathing suit points in a case as another looks on .
2466495935_623b144183.jpg,Young boys playing soccer .
2467803152_70eeca1334.jpg,A black dog and a brown dog with a stick in his mouth are running in the field .
2467821766_0510c9a2d1.jpg,A group of four hiking through a snowy forest .
2467850190_07a74d89b7.jpg,A woman and a dog both kneel with their heads down and butt in the air .
2467853482_17009933e8.jpg,A boy is blowing bubbles
2467856402_0490413d38.jpg,A boy helping a younger girl blow bubbles .
246901891_4c4ea49c3a.jpg,A man in a yellow shirt walks past a tree on the sidewalk .
2469351714_d72becd21e.jpg,A girl jumping high off of the sand .
2469498117_b4543e1460.jpg,muxzzled greyhound leaping in race with yellow jacket .
2469620360_6c620c6f35.jpg,A lady stands in a field of tulips looking unamused .
2470486377_c3a39ccb7b.jpg,Two boys talk on a field near palm trees .
2470493181_2efbbf17bd.jpg,Two boys are standing on a balance beam while playing with a green rope .
2470519275_65725fd38d.jpg,A boy in a blue shirt climbs through the mud .
2470588201_955132a946.jpg,a young boy waving a streaming kite
247097023_e656d5854d.jpg,"A man in black standing on a rock with the phrase "" life is short "" spray painted on it ."
2471297228_b784ff61a2.jpg,Two girls playing with plastic bags in a park .
2471447879_6554cefb16.jpg,A girl climbing on a climbing ledge .
2471493912_2d4746b834.jpg,Two girls wading through hip deep mud .
2471974379_a4a4d2b389.jpg,People on motorcycles ride down a street with an American flag waving .
2472250097_a3191a94b3.jpg,A person stands on a hill surrounded by blue skies and clouds .
2472574160_8ce233f396.jpg,A man in a gray shirt sitting in a field of flowers .
2472634822_7d5d2858c0.jpg,A large dog chases a boy through a field .
2472678549_67068a1566.jpg,A boy is in the bathroom holding a green ball and a toothbrush .
2472720629_d9a6736356.jpg,Man and boy fly kite in park .
2472896179_245e7d142f.jpg,a man on the sea .
2472980433_210ec62874.jpg,A man puts his motorcycle up on its rear wheel on a track .
2473293833_78820d2eaa.jpg,A young boy with reddish hair and grey colored eyes sticks his tongue out .
2473689180_e9d8fd656a.jpg,A man jet boarding .
2473737724_355599a263.jpg,Two girls karate fighting
2473738924_eca928d12f.jpg,Two girls in karate uniforms struggle in a dojo .
2473791980_805c819bd4.jpg,A waterskier cuts through the blue water with sailboats in the background .
2474047296_fd9179d438.jpg,An old man sits in an ancient brick archway .
2474092890_6c0781a8ed.jpg,Someone is sitting on a wooden bench holding the picture of a face up in front of their own face .
2474918824_88660c7757.jpg,A man in brown is helping a man in red climb a rock .
2475162978_2c51048dca.jpg,A woman carrying a white ball is running behind a small boy .
2475300106_b8563111ba.jpg,A beige dog runs through the shrubbery toward the camera .
247617035_9f2e821534.jpg,The man in the brown jacket is sitting on the ground by the jetty .
247617754_4b1137de8c.jpg,"Woman sitting and looking at phone , with a black backpack ."
247618600_239eeac405.jpg,A young woman is laying in the sun with her face covered by a purple scarf .
247619370_a01fb21dd3.jpg,A woman wearing sunglasses sits on a red bench in front of a yellow building .
2476214153_99a3998509.jpg,A boy in yellow shorts kicks a soccer ball in a basketball court .
247637795_fdf26a03cf.jpg,A man and a woman at the waterfront .
247652942_29ede19352.jpg,A hang glider high in the air with a few clouds in the blue sky .
247691240_3881777ab8.jpg,There is a man in a light shirt climbing a rocky cliff .
247704641_d883902277.jpg,A dog walks on a log across a small river .
247706586_7e25c7adf8.jpg,A man is laying under a large mossy rock in the forest .
2477121456_1ac5c6d3e4.jpg,A black dog 's head rises above some water .
2477623312_58e8e8c8af.jpg,The little blond haired girl in a grey sweatshirt dances at a park with people seated behind her .
247778426_fd59734130.jpg,"A big , brown dog running through the water"
2478929971_9eb6c074b6.jpg,The six kids are in the shade of a leafy green tree .
2479162876_a5ce3306af.jpg,A white dog is going for a walk through the desert with its owner .
2479180530_7ebba2d8bf.jpg,a dog is running across the sand with a stick in its mouth .
2479553749_f7ac031940.jpg,A little boy watches a Ferris Wheel in motion .
2479652566_8f9fac8af5.jpg,A young girl wearing red sunglasses sits near a sink and holds the faucet .
2480021389_dda9fb2818.jpg,A man is scaling a large boulder at dusk .
2480327661_fb69829f57.jpg,A boy poses in karate form and uniform .
2480664591_e6d22ed61c.jpg,Two people in a boat paddle their way past large trees .
2480668859_6f9b46be6a.jpg,a group of people rowing a large rowboat in the lake .
2480820830_bdec1f5b76.jpg,Two dogs are running around in the water .
2480832276_fa55480ecb.jpg,A person climbing a boulder behind a tree .
2480850054_de3433b54a.jpg,A teenage boy runs through the dirt near a house in the country .
2481003841_06086eafc2.jpg,Two little boys are playing on a playground .
2481367956_8577d2fa98.jpg,A little boy in navy blue reaching up for a bar on a playground .
2481490320_7978c76271.jpg,A person canoeing on water with a black background .
2481598514_05a65d1f72.jpg,Children riding tricycles on the pavement .
248174959_2522871152.jpg,A girl in a red t-shirt is sitting on rock above the clouds .
2482629385_f370b290d1.jpg,A dog on the edge of a body of water .
2483792149_a9b4ffecec.jpg,A woman sitting in a field of flowers
2483993772_f64e9e4724.jpg,A dog jumps for the blue tennis ball .
2483993827_243894a4f9.jpg,"White , black , and brown greyhounds racing in numbered shirts ."
2484190118_e89363c465.jpg,Small child in white shirt and print shorts with hands over their head standing on object .
2485467050_1d5e2696d4.jpg,Four kids are jumping around and playing outside .
2486364531_b482d7f521.jpg,A young boy in a red shirt plays on a mini-trampoline in a grassy field
248646530_03c6284759.jpg,A boy enjoys puddle jumping on the big yellow dot .
248858242_1c33c54ada.jpg,A dog chases a smaller dog .
2488795251_c108c77b13.jpg,Three young black girls posing for the camera .
2489602993_896c1ea40a.jpg,A man on a motorcycle going around a corner .
248994078_a9257f448b.jpg,A doberman biting a blue ball on a grassy surface .
2490179961_e842fda5eb.jpg,Two little brown haired girls are grinning and squinting their eyes .
2490365757_b869282cb3.jpg,A man takes pictures of white and yellow tulips .
2490687446_9d46fdf5a9.jpg,A dog standing in shallow water on a red leash .
2490768374_45d94fc658.jpg,a young girl wearing blue smiles .
2490863987_715383944a.jpg,A man in Seattle holds a sign begging for money .
2491343114_a3e35a2a3a.jpg,A dog walks on the beach .
2492258999_5764124bba.jpg,Two men sit on the sidewalk in front of stores .
2493469969_11b6190615.jpg,A medium sized brown dog jumping
249394748_2e4acfbbb5.jpg,Two white dogs run through the grass .
2493974889_50ae29f1e1.jpg,Two children walking down a path in the woods .
2495394666_2ef6c37519.jpg,Dog swimming in body of water
2495931537_9b8d4474b6.jpg,One dog sniffs another lying on the ground .
2496236371_61dec88113.jpg,A man on a motorcycle does a wheelie on the track .
2496370758_a3fbc49837.jpg,Two thin dogs are running fast through tall dry grass .
2496399593_a24954a5ca.jpg,A brown haired lady smiles at the camera in front of trees .
2497074804_b4f3e7fd90.jpg,Man with white shirt and green shorts poses for a picture .
2497420371_74788d7ba1.jpg,A man in a black cap is opening a bag beside a bicycle and a shopping cart .
2497608431_8dfefc7a1a.jpg,man throwing stick and dog watching
2498897831_0bbb5d5b51.jpg,Three children are pulling faces on a purple bench .
2500354186_0836309cc9.jpg,A young boy is carrying tire rubber down a dirty road .
2500567791_101d5ddee3.jpg,a black cow and a brown cow being chased by a dog
2500826039_165e75b20c.jpg,A couple kisses on the busy street .
2501595799_6316001e89.jpg,A little boy is jumping into an outdoor kiddie pool
2501742763_b2cb322087.jpg,A black dog is standing on the grass .
2501942587_e59b91d1da.jpg,Several people are in a front of a colorful painted building .
2501968935_02f2cd8079.jpg,A man wearing a purple shirt and black leather chaps poses for the camera .
2502007071_82a8c639cf.jpg,A group of people in front of a house .
2502079538_10ef2e976b.jpg,a camel carries two peoples stuff .
2502354602_f4d6dcf42d.jpg,"A formally dressed couple , she with her mouth open , stand next to each other ."
2502782508_2c8211cd6b.jpg,A man on a park bench reads a novel .
2502835694_4fe121bbea.jpg,people gather in front of building for speech
2502856739_490db7a657.jpg,Dogs running and playing in a grassy area .
2502905671_c6039804ab.jpg,A man playing with his dog on a beach
2502935765_a0ae1fa7be.jpg,A boy spins on a park playground .
2503629305_055e9ec4b1.jpg,A yellow dog running across a lawn .
2504056718_25ded44ecb.jpg,A black and white dog is jumping up to catch a green Frisbee .
250406927_a5028a31d4.jpg,A dog plays with a soccer ball .
2504277798_936a09c74d.jpg,A woman practicing shooting her gun at a shooting range .
2504764590_cf017c2a6e.jpg,A man is throwing a big stick into the water so his two dogs and go fetch it .
2504991916_dc61e59e49.jpg,A Lay 's potato chip truck at the end of a path and two people walking .
2505056124_1276e8dbcb.jpg,A boy is flying a kite and smiling at the camera .
2505360288_c972bd29c4.jpg,A daschund with an open mouth appears to bark at a bubble making machine in the grass .
2505465055_f1e6cf9b76.jpg,The light colored dog is running through a field .
2505988632_9541f15583.jpg,A little girl is jumping over a yellow rope .
2506892928_7e79bec613.jpg,Three children pose among wildflowers .
2507182524_7e83c6de82.jpg,A brown dog in a blue collar is chasing a green ball through mulch .
2507312812_768b53b023.jpg,Two dogs are running on sand along the body of water
2508249781_36e9282423.jpg,The girl wearing the straw hat is sitting on the concrete steps .
2508313118_524e93d48c.jpg,A brown dog squating on grass .
2508918369_2659db1cb6.jpg,Two smiling boys with goggles on play in an inflatable swimming pool with water up to their waists .
250892549_1e06a06a78.jpg,Two dogs in a grassy park playing .
2509824208_247aca3ea3.jpg,A brown dog runs through the grass .
2510020918_b2ca0fb2aa.jpg,A young boy is crawling through a white tube .
2510029990_7014f907cb.jpg,Child in a blue hoodie and shorts is sliding down a slide .
2510197716_fddca0ac75.jpg,A girl smiling at the camera from a rope swing .
2510560080_1439fe32f2.jpg,Two children wear helmets and ride horses over the sand inside a fenced area .
251056963_c8b67f0107.jpg,A black and white dog is running along a blue board .
2511019188_ca71775f2d.jpg,Two dogs are playing ; one is catching a Frisbee .
2511762757_bd0ab0a017.jpg,A dog jumping over a barrier on a course
2512682478_b67cc525c7.jpg,one boy wearing a red shirt riding on a swing while another boy wearing a blue shirt pushing him .
2512683710_991c9d466d.jpg,The old looking ship is sailing at sunset
2512876666_9da03f9589.jpg,A man taking a picture of a dog on a dune .
2513260012_03d33305cf.jpg,Two dogs chase each other across the snowy ground .
2514581496_8f4102377e.jpg,A white dog tries to climb on the countertop .
2514612680_b0d2d77099.jpg,"A man walking reads a wall asking "" Where are you ? "" ."
2515247156_c1b759fc33.jpg,"Little boy coming at camera down blue slide , smiling woman in background ."
251586160_a31b187a37.jpg,A black dog in a red harness jumping .
2516317118_10ae66b87a.jpg,"Toddler in pajamas plays with paper cutouts of the letter "" P "" ."
2517082705_93bc9f73ec.jpg,A young child in a white shirt is standing in a field of green grass
2517284816_9b8fd3c6b6.jpg,a large group of young people all dressed in white tops and green bottoms
251792066_b5233b3d86.jpg,The black dog catches something green in its mouth .
2518094853_dfce24ce8c.jpg,Large dog running in the field .
2518219912_f47214aa16.jpg,A little girl holds the water hose for the dog to drink from .
2518508760_68d8df7365.jpg,A muzzled race dog running
2518853257_02f30e282e.jpg,Two women on green chairs are looking at a book .
2519483556_2b1632a18c.jpg,Three children are on a rug pretending to play instruments .
251958970_fa6b423f23.jpg,A man stands by an animal rights sign at an outdoor event .
2519594430_551225e5bd.jpg,A black dog plays with a toy on the grass .
2519812011_f85c3b5cb5.jpg,a couple people running through a large sidewalk fountain
2520255786_b70a3ec032.jpg,A boy jumps from a swing set .
2520909293_9bb7f7364e.jpg,Man holding onto bike handlebars while in midair .
2521062020_f8b983e4b2.jpg,A man and a boy preparing to go up a climbing wall .
2521213787_ca9b5a1758.jpg,A blue race car on an off road track
252124738_796599e94b.jpg,A man eats corn on the cob while talking to a woman .
2521770311_3086ca90de.jpg,a young boy with a samll cardboard box atop his head .
2521878609_146143708e.jpg,A young boy eats noodles with large utensils .
2521938720_911ac092f7.jpg,"A man is lying on the ground , laughing , during a ball game ."
2521938802_853224f378.jpg,The baseball player holds up his bat ready to swing .
2521983429_33218366bd.jpg,A dog and his owner at a rocky beach .
2522230304_1581d52961.jpg,a climber is climbing a rock face above a mattress that is lying on the ground below .
2522297487_57edf117f7.jpg,a white woman in a green sweater holds a smiling child whilst a smiling boy in a yellow shirt looks on .
2522467011_cc825d89ac.jpg,A little girl in a long red skirt is hula hooping with four brightly colored hula hoops .
2522540026_6ee8ab4c6a.jpg,Blue and silver car going around curve being watched by people standing in grass
2522809984_2e8a7df4fb.jpg,"A black lab swims , with only its head above the water ."
2524003134_580e74328b.jpg,A dog is in the water .
2524084967_a5e011b73d.jpg,A male doing a bicycle trick in midair .
252504549_135b0db5a3.jpg,A dog on the beach has a ball in its mouth .
2525232298_cf42d415ab.jpg,A man is rock climbing on a natural rock .
2525270674_4ab536e7ec.jpg,Dog catching Frisbee .
